"Name","FullPath","Extension","SizeBytes","LastModified","Category"
"parser.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\node_modules\.bin\parser.ps1",".ps1","857","17/6/2026 7:24:19 AM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\node_modules\.bin\semver.ps1",".ps1","805","17/6/2026 7:24:19 AM","General"
"update-browserslist-db.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\node_modules\.bin\update-browserslist-db.ps1",".ps1","841","17/6/2026 7:24:19 AM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\node_modules\istanbul-lib-instrument\node_modules\.bin\semver.ps1",".ps1","805","17/6/2026 7:24:19 AM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\node_modules\jest-snapshot\node_modules\.bin\semver.ps1",".ps1","805","17/6/2026 7:24:19 AM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\node_modules\make-dir\node_modules\.bin\semver.ps1",".ps1","805","17/6/2026 7:24:19 AM","General"
"DEPLOY-PHASE-10ZG.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\scripts\DEPLOY-PHASE-10ZG.ps1",".ps1","2767","19/6/2026 5:39:37 PM","General"
"patch-shutdown.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\patch-shutdown.ps1",".ps1","863","14/6/2026 2:43:54 PM","General"
"safe-rbac-patch-approved.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\safe-rbac-patch-approved.ps1",".ps1","2080","14/6/2026 6:10:56 PM","General"
"acorn.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\acorn.ps1",".ps1","785","9/6/2026 12:04:02 PM","General"
"baseline-browser-mapping.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\baseline-browser-mapping.ps1",".ps1","873","9/6/2026 12:04:02 PM","General"
"browserslist.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\browserslist.ps1",".ps1","801","9/6/2026 12:04:02 PM","General"
"create-jest.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\create-jest.ps1",".ps1","845","9/6/2026 12:04:02 PM","General"
"eslint.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\eslint.ps1",".ps1","805","9/6/2026 12:04:02 PM","General"
"esparse.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\esparse.ps1",".ps1","813","9/6/2026 12:04:02 PM","General"
"esvalidate.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\esvalidate.ps1",".ps1","825","9/6/2026 12:04:02 PM","General"
"import-local-fixture.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\import-local-fixture.ps1",".ps1","837","9/6/2026 12:04:02 PM","General"
"jest.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\jest.ps1",".ps1","789","9/6/2026 12:04:02 PM","General"
"js-yaml.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\js-yaml.ps1",".ps1","813","9/6/2026 3:43:11 PM","General"
"jsesc.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\jsesc.ps1",".ps1","785","9/6/2026 3:43:11 PM","General"
"json5.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\json5.ps1",".ps1","789","9/6/2026 3:43:11 PM","General"
"mime.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\mime.ps1",".ps1","769","9/6/2026 3:43:11 PM","General"
"node-which.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\node-which.ps1",".ps1","805","9/6/2026 3:43:11 PM","General"
"nodemon.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\nodemon.ps1",".ps1","813","9/6/2026 3:43:11 PM","General"
"nodetouch.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\nodetouch.ps1",".ps1","813","9/6/2026 3:43:11 PM","General"
"parser.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\parser.ps1",".ps1","857","9/6/2026 12:04:02 PM","General"
"prebuild-install.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\prebuild-install.ps1",".ps1","817","9/6/2026 5:41:36 PM","General"
"prettier.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\prettier.ps1",".ps1","821","9/6/2026 3:43:11 PM","General"
"rc.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\rc.ps1",".ps1","761","9/6/2026 5:41:36 PM","General"
"resolve.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\resolve.ps1",".ps1","801","9/6/2026 3:43:11 PM","General"
"rimraf.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\rimraf.ps1",".ps1","777","9/6/2026 3:43:11 PM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","General"
"update-browserslist-db.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\update-browserslist-db.ps1",".ps1","841","9/6/2026 3:43:11 PM","General"
"uuid.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\.bin\uuid.ps1",".ps1","797","9/6/2026 3:43:11 PM","General"
"js-yaml.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\@istanbuljs\load-nyc-config\node_modules\.bin\js-yaml.ps1",".ps1","813","9/6/2026 12:04:02 PM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\istanbul-lib-instrument\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 12:04:02 PM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\jest-snapshot\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 12:04:02 PM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\jsonwebtoken\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\make-dir\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\node-abi\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 5:41:36 PM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\nodemon\node_modules\.bin\semver.ps1",".ps1","793","9/6/2026 3:43:11 PM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\sequelize\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\simple-update-notifier\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","General"
"mime.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\superagent\node_modules\.bin\mime.ps1",".ps1","769","9/6/2026 3:43:11 PM","General"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase6c-complete\backend\node_modules\superagent\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","General"
"patch-shutdown.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\patch-shutdown.ps1",".ps1","863","14/6/2026 2:43:54 PM","Security"
"safe-rbac-patch-approved.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\safe-rbac-patch-approved.ps1",".ps1","2080","14/6/2026 6:10:56 PM","Security"
"acorn.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\acorn.ps1",".ps1","785","9/6/2026 12:04:02 PM","Security"
"baseline-browser-mapping.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\baseline-browser-mapping.ps1",".ps1","873","9/6/2026 12:04:02 PM","Security"
"browserslist.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\browserslist.ps1",".ps1","801","9/6/2026 12:04:02 PM","Security"
"create-jest.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\create-jest.ps1",".ps1","845","9/6/2026 12:04:02 PM","Security"
"eslint.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\eslint.ps1",".ps1","805","9/6/2026 12:04:02 PM","Security"
"esparse.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\esparse.ps1",".ps1","813","9/6/2026 12:04:02 PM","Security"
"esvalidate.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\esvalidate.ps1",".ps1","825","9/6/2026 12:04:02 PM","Security"
"import-local-fixture.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\import-local-fixture.ps1",".ps1","837","9/6/2026 12:04:02 PM","Security"
"jest.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\jest.ps1",".ps1","789","9/6/2026 12:04:02 PM","Security"
"js-yaml.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\js-yaml.ps1",".ps1","813","9/6/2026 3:43:11 PM","Security"
"jsesc.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\jsesc.ps1",".ps1","785","9/6/2026 3:43:11 PM","Security"
"json5.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\json5.ps1",".ps1","789","9/6/2026 3:43:11 PM","Security"
"mime.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\mime.ps1",".ps1","769","9/6/2026 3:43:11 PM","Security"
"node-which.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\node-which.ps1",".ps1","805","9/6/2026 3:43:11 PM","Security"
"nodemon.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\nodemon.ps1",".ps1","813","9/6/2026 3:43:11 PM","Security"
"nodetouch.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\nodetouch.ps1",".ps1","813","9/6/2026 3:43:11 PM","Security"
"parser.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\parser.ps1",".ps1","857","9/6/2026 12:04:02 PM","Security"
"prebuild-install.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\prebuild-install.ps1",".ps1","817","9/6/2026 5:41:36 PM","Security"
"prettier.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\prettier.ps1",".ps1","821","9/6/2026 3:43:11 PM","Security"
"rc.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\rc.ps1",".ps1","761","9/6/2026 5:41:36 PM","Security"
"resolve.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\resolve.ps1",".ps1","801","9/6/2026 3:43:11 PM","Security"
"rimraf.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\rimraf.ps1",".ps1","777","9/6/2026 3:43:11 PM","Security"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","Security"
"update-browserslist-db.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\update-browserslist-db.ps1",".ps1","841","9/6/2026 3:43:11 PM","Security"
"uuid.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\.bin\uuid.ps1",".ps1","797","9/6/2026 3:43:11 PM","Security"
"js-yaml.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\@istanbuljs\load-nyc-config\node_modules\.bin\js-yaml.ps1",".ps1","813","9/6/2026 12:04:02 PM","Security"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\istanbul-lib-instrument\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 12:04:02 PM","Security"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\jest-snapshot\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 12:04:02 PM","Security"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\jsonwebtoken\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","Security"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\make-dir\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","Security"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\node-abi\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 5:41:36 PM","Security"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\nodemon\node_modules\.bin\semver.ps1",".ps1","793","9/6/2026 3:43:11 PM","Security"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\sequelize\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","Security"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\simple-update-notifier\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","Security"
"mime.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\superagent\node_modules\.bin\mime.ps1",".ps1","769","9/6/2026 3:43:11 PM","Security"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\backend\node_modules\superagent\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 3:43:11 PM","Security"
"acorn.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\acorn.ps1",".ps1","785","9/6/2026 8:49:36 PM","Security"
"baseline-browser-mapping.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\baseline-browser-mapping.ps1",".ps1","873","9/6/2026 8:49:36 PM","Security"
"browserslist.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\browserslist.ps1",".ps1","801","9/6/2026 8:49:36 PM","Security"
"eslint.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\eslint.ps1",".ps1","805","9/6/2026 8:49:36 PM","Security"
"jsesc.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\jsesc.ps1",".ps1","785","9/6/2026 8:49:36 PM","Security"
"json5.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\json5.ps1",".ps1","789","9/6/2026 8:49:36 PM","Security"
"nanoid.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\nanoid.ps1",".ps1","809","9/6/2026 8:49:36 PM","Security"
"node-which.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\node-which.ps1",".ps1","805","9/6/2026 8:49:36 PM","Security"
"parser.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\parser.ps1",".ps1","857","9/6/2026 8:49:36 PM","Security"
"rolldown.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\rolldown.ps1",".ps1","805","9/6/2026 8:49:36 PM","Security"
"semver.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\semver.ps1",".ps1","805","9/6/2026 8:49:36 PM","Security"
"update-browserslist-db.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\update-browserslist-db.ps1",".ps1","841","9/6/2026 8:49:36 PM","Security"
"vite.ps1","C:\Users\jep_edmundrulz\litigation-360-workspace\litigation-360-software\snapshots\phase7b-security-complete\frontend\node_modules\.bin\vite.ps1",".ps1","789","9/6/2026 8:49:36 PM","Security"
